"month","day","year","hour","minute","second","mw1","mw","drum_tsat","sec_sh_t","rh_out_t","pri_sh_t","hp_chest_in_temp","rh_bowl_in_t","fwd_temp_econ","hp_chest_delta_temp","ip_case_delta_temp","hp_stress_ratio","ip_stress_ratio","sh_dsup_flow","turb_throttle","mn_stm_cv","pulv_in_s","mw2"
3,16,2017,19,15,0,942.7,942.7,678.4,958.2,1006.5,717.4,949.2,992.7,551.1,28.2,-2.5,-0.1,0.1,485.8,2386.5,35.1,7,942.7
3,16,2017,19,20,0,943.6,943.6,678.5,957.9,1007.2,717.9,947.1,993.4,550.7,27.2,-2.8,-0.1,0.1,482.9,2387.7,36.1,7,943.6
3,16,2017,19,25,0,942.5,942.5,678.5,954.9,1007.9,717.1,946,994,550.5,27.3,-3.2,-0.1,0.1,488.8,2389.6,34.8,7,942.5
3,16,2017,19,30,0,942.7,942.7,678.5,953,1007.6,717.6,944.4,994.7,550.4,26.9,-3,-0.1,0.1,489.8,2389.9,34.7,7,942.7
3,16,2017,19,35,0,940.8,940.8,678.1,952.7,1006.9,717,942.8,995.3,550.2,26.8,-2.1,-0.1,0.1,488.2,2384,36.1,7,940.8
3,16,2017,19,40,0,941.3,941.3,678.2,954.4,1007.4,718.9,942.6,995.2,550.4,28,-2.3,-0.1,0.1,493.8,2384.6,39.1,7,941.3
3,16,2017,19,45,0,940.6,940.6,677.9,954.4,1007.4,719.1,941.8,995.1,550.4,28.7,-2.6,-0.1,0.1,496.6,2377.8,39.4,7,940.6
3,16,2017,19,50,0,927.6,927.6,678.1,954.6,1006.8,719.2,941.7,995,549.4,29.5,-1.9,-0.1,0.1,498.5,2392.2,40.9,7,927.6
3,16,2017,19,55,0,903.2,903.2,676.3,948.1,1000.1,718.3,940.2,991.3,546.6,28.7,-2.2,-0.1,0.1,477.6,2369.4,35.5,7,903.2
3,16,2017,20,0,0,882.4,882.4,673.9,948,994.2,717.6,937.8,986.7,544.8,27,-1.4,-0.1,0.1,478.9,2335.9,36.9,7,882.4
3,16,2017,20,5,0,860.3,860.3,671,947.6,990.3,717.6,937.5,983.5,541.9,27.3,-0.9,-0.1,0,471.1,2290.4,37.3,7,860.3
3,16,2017,20,10,0,854.2,854.2,669.1,955,991.5,718,939.8,982.8,540.8,30.2,-2.3,-0.1,0,476.8,2259,45.5,7,854.2
3,16,2017,20,15,0,855.3,855.3,668.8,960.6,999.7,718.5,942.8,987.1,540.7,33.3,-2.7,-0.1,0,481.4,2254.6,49.8,7,855.3
3,16,2017,20,20,0,848.6,848.6,669.3,965.3,1007.8,718.9,945.7,992.9,540.3,34.4,-3,-0.1,0,481.8,2271.6,53.1,7,848.6
3,16,2017,20,25,0,826.4,826.4,668.8,962.8,1009.7,717.5,948,995.1,537.7,35,-2.3,-0.1,0,459.3,2275.7,49,7,826.4
3,16,2017,20,30,0,820,820,666.8,956.8,1006.7,718.5,945.1,994.1,536.4,30.4,-2.6,-0.1,0.1,452.5,2240.7,41.2,7,820
3,16,2017,20,35,0,801.8,801.8,665.3,961.2,1005.8,717.7,946.5,993.1,534.7,31.7,-2.9,-0.1,0.1,452.1,2225.3,45.5,7,801.8
3,16,2017,20,40,0,779,779,662.2,955.7,1001,715.8,945.7,991.2,531.5,30.7,-2.1,-0.1,0.1,418.2,2178.8,39.9,7,779
3,16,2017,20,45,0,758.9,758.9,657.5,954.7,995.7,716,943.3,987.1,529.2,28.3,-2.3,-0.1,0,404.3,2105.8,38.9,7,758.9
3,16,2017,20,50,0,741.2,741.2,653.9,968.6,996.3,717.5,947.7,986.8,526.8,32.5,-2.7,-0.1,0,407,2051.9,52.7,7,741.2
3,16,2017,20,55,0,721.8,721.8,649.8,972.4,998.9,717.3,952.3,987.3,524.3,36.4,-2.4,0,0,400.1,1995.2,55.2,6,721.8
3,16,2017,21,0,0,698.9,698.9,644.8,964.9,992.8,712.2,951.2,984.6,521,33.3,-2.3,0,0,375.4,1922.8,45.9,6,698.9
3,16,2017,21,5,0,683.9,683.9,640.3,972.8,985.8,707.9,954.1,979.6,518.9,34.2,-2.1,0,-0.1,371.8,1855,51.7,6,683.9
3,16,2017,21,10,0,680.8,680.8,639.6,987.3,983.7,710.7,959.3,977.1,518.5,37.6,-1.8,0,-0.1,394.4,1847.4,63.3,6,680.8
3,16,2017,21,15,0,658.8,658.8,636.9,986.6,981.2,706.6,964.8,974.5,515.7,40.6,-2.4,0,-0.1,380.8,1817.9,59.8,6,658.8
3,16,2017,21,20,0,643.6,643.6,631.9,976.1,974.8,705.5,961.5,969.7,513,33.8,-2.3,0,-0.2,364.5,1749.4,47.9,6,643.6
3,16,2017,21,25,0,644.2,644.2,630.2,981.3,973,706.7,962.1,967.6,512.8,32.7,-2.7,0,-0.2,374.8,1721.2,51.5,6,644.2
3,16,2017,21,30,0,643.5,643.5,630.1,995.2,976.2,707.9,969,968.9,512.8,37.9,-2.4,0,-0.2,378.7,1722.3,63.5,6,643.5
3,16,2017,21,35,0,645.9,645.9,630.7,1004.2,980.1,709.4,975.7,970.2,513.1,41.8,-3,0,-0.2,398,1731.9,68.2,5,645.9
3,16,2017,21,40,0,639.5,639.5,631.2,994.6,980,705.4,976.4,970.6,512.2,38,-2,0.1,-0.2,393.9,1741.4,55.3,5,639.5
3,16,2017,21,45,0,638.5,638.5,630.4,994.2,978.3,708.4,975.4,969.1,512.4,34.6,-3.2,0.1,-0.2,375.8,1728.9,52.5,5,638.5
3,16,2017,21,50,0,640.6,640.6,630,1002,979,707.6,979.3,969,512.4,36.5,-2.8,0.1,-0.2,387.2,1724.5,58.7,5,640.6
3,16,2017,21,55,0,641.4,641.4,630.3,1004.7,979.7,707.1,982.9,969,512.8,38.1,-2.6,0.1,-0.1,398.1,1729.1,58.7,5,641.4
3,16,2017,22,0,0,640.1,640.1,630.3,1004.1,979.4,709.5,984,968.9,512.9,37.2,-2.4,0.1,-0.1,397.1,1727,55.5,5,640.1
3,16,2017,22,5,0,622.3,622.3,627.1,998.4,977.6,705.7,982.9,967.9,510.6,34.1,-2.7,0.1,-0.1,385.9,1690.8,48.6,5,622.3
3,16,2017,22,10,0,602.3,602.3,621.2,991.7,971.7,704.4,980.4,964.4,507,30.5,-2.1,0.1,-0.1,352.2,1615.1,41.4,5,602.3
3,16,2017,22,15,0,602.4,602.4,619.1,995.9,969.4,709.2,979.1,962.2,506.7,29.5,-2.2,0.1,-0.2,358.6,1583.5,45.4,5,602.4
3,16,2017,22,20,0,594.7,594.7,618.4,1005.5,971.4,706.1,983.8,962.5,505.6,34.4,-2.4,0.1,-0.2,383.3,1578.1,54.9,5,594.7
3,16,2017,22,25,0,583.4,583.4,618.3,1005.6,973,706.5,986.3,962.8,505,35.7,-2.7,0.1,-0.1,386.9,1585,54.4,5,583.4
3,16,2017,22,30,0,566.4,566.4,615.3,998.8,971.2,708.8,984.6,962.5,501.1,32.6,-2.6,0.1,-0.1,352.5,1552.1,47,5,566.4
3,16,2017,22,35,0,566.4,566.4,612.8,1003.5,971.7,707.1,984.5,961.9,500.7,31.4,-2.5,0.1,-0.1,354,1516,50.2,5,566.4
3,16,2017,22,40,0,571.1,571.1,614.2,1011.2,975.7,707.5,989,963.3,501.3,35,-2.9,0.1,-0.1,383.2,1537.4,56.6,5,571.1
3,16,2017,22,45,0,549.5,549.5,613.4,1006.6,975.3,708.3,989.4,963.4,498.6,34.5,-2.9,0.1,-0.1,365.8,1540.5,51.7,5,549.5
3,16,2017,22,50,0,538.2,538.2,608,994.1,970.1,703,985.2,961,495.2,30,-3.1,0.1,-0.1,336.4,1472.8,39.6,5,538.2
3,16,2017,22,55,0,541.1,541.1,607.5,1004.7,970.4,707.8,985.6,960.5,495.3,30.1,-2.9,0.1,-0.1,358.4,1464.2,48.7,5,541.1
3,16,2017,23,0,0,542.1,542.1,608.8,1011.9,972.9,710.2,989.4,961.2,495.7,33.6,-2.9,0.1,-0.1,368.1,1480.8,56,5,542.1
3,16,2017,23,5,0,540.5,540.5,609,1010.1,973.9,705.5,990.8,962,495.8,34.7,-2.9,0.1,-0.1,373.5,1486.6,53.2,5,540.5
3,16,2017,23,10,0,541.2,541.2,609.3,1007,974.3,709,990.5,962.6,495.9,32.9,-3,0.1,-0.1,384.3,1490.1,49.5,5,541.2
3,16,2017,23,15,0,540.2,540.2,609,1002.9,974.3,710.7,989,963.1,495.6,31.4,-3.2,0.1,-0.1,384.6,1485.4,45.2,5,540.2
3,16,2017,23,20,0,539.9,539.9,608.4,1003.4,974.5,705.6,988.3,963.5,495.7,30.9,-3.2,0.1,-0.1,392.6,1479,45.4,5,539.9
3,16,2017,23,25,0,540.2,540.2,608.7,1004,976.1,710.6,989.1,964,495.5,31.9,-3.3,0.1,0,401.2,1483,46.6,5,540.2
3,16,2017,23,30,0,541,541,608.7,1002.3,977.7,714.8,988.5,964.5,495.5,31.6,-3.3,0.1,0,402.1,1482.2,45.1,5,541
3,16,2017,23,35,0,541.8,541.8,608.9,1002.2,978.6,709.9,987.4,965.2,495.5,30.7,-3.3,0.1,0,411.6,1484.6,45.4,5,541.8
3,16,2017,23,40,0,540.2,540.2,608.6,1003.3,979.7,713,988.5,965.8,495.6,32,-3.5,0,0,409.3,1483.2,46.8,5,540.2
3,16,2017,23,45,0,540.4,540.4,608.7,1002.2,979.7,715,987.4,966.4,495.6,31.3,-3.3,0,0,409,1483.2,45.4,5,540.4
3,16,2017,23,50,0,540.1,540.1,608.4,1000.4,979,710.1,987.1,966.8,495.3,31.1,-2.8,0,0,413.1,1481,44.3,5,540.1
3,16,2017,23,55,0,541.2,541.2,608.8,1000.9,979.3,714.2,986.7,966.7,495.3,31,-2.9,0,0,414.9,1484.4,45.2,5,541.2
3,17,2017,0,0,0,539.9,539.9,608.5,1000.1,978.6,715.2,985.8,966.5,495.5,30.4,-2.9,0,0,413.6,1482.9,45,5,539.9
3,17,2017,0,5,0,527.2,527.2,607.5,999.3,978.2,709.8,985.6,966.4,494.2,30.4,-2.9,0,0,407.8,1476.5,44.3,5,527.2
3,17,2017,0,10,0,503,503,603.6,991.7,973.8,710.2,982.7,963.4,489.9,27.8,-2.6,0,0,372.8,1437,37.8,5,503
3,17,2017,0,15,0,482.3,482.3,596.3,983.6,967.9,711,978.6,960.1,485.6,25.6,-2.7,0,0,329.5,1356.7,32.7,5,482.3
3,17,2017,0,20,0,462.9,462.9,594.6,985.4,964.6,709.4,975.5,956.9,481.4,25.2,-2.6,0,-0.1,324.8,1344.6,36.9,5,462.9
3,17,2017,0,25,0,441.7,441.7,591.4,985.2,961.1,709.4,974.8,953.7,477.1,27.1,-2.5,0,-0.1,302.9,1318.6,38.5,4,441.7
3,17,2017,0,30,0,420.5,420.5,589.3,980.5,956.7,709,972.9,950.6,472.6,26.9,-2.3,0,-0.1,277.4,1306.2,36.3,4,420.5
3,17,2017,0,35,0,406.9,406.9,589.4,983.3,952.3,701.1,971.3,947.4,468.1,26.9,-2.2,0,-0.2,260.6,1311.7,39.8,4,406.9
3,17,2017,0,40,0,405.2,405.2,587.7,987.3,948.9,695.8,972.1,944.7,467.6,29.4,-1.9,0,-0.2,257.5,1292.7,44.8,4,405.2
3,17,2017,0,45,0,402.2,402.2,587.6,988.4,947.1,695.8,972.5,942.2,466.9,29.8,-2.4,0,-0.2,261.4,1291.5,46.4,4,402.2
3,17,2017,0,50,0,402.5,402.5,587.7,990,946.7,695.6,973,941.5,466.9,30,-2,0,-0.2,263.4,1293.7,47.7,4,402.5
3,17,2017,0,55,0,403.5,403.5,587.8,992.5,947.4,696.5,974.2,940.9,467.2,30.9,-2,-0.1,-0.2,261.8,1294.9,49.8,4,403.5
3,17,2017,1,0,0,402.9,402.9,588,993.2,948.5,698.3,975.4,940.4,467.1,31.7,-2.6,0,-0.2,261.3,1296.2,49.7,4,402.9
3,17,2017,1,5,0,402.6,402.6,588.1,994.7,949.7,697.4,975.7,940.5,467.2,31.8,-2.8,0,-0.2,261.9,1298.3,50.6,4,402.6
3,17,2017,1,10,0,403.4,403.4,589.1,995.7,950.7,698.2,977.3,940.5,467.4,32.8,-2.9,0,-0.2,261.6,1309.5,50.2,4,403.4
3,17,2017,1,15,0,402.2,402.2,588.3,993.7,951.1,698.2,977.7,940.5,467.1,32.6,-3.1,0,-0.2,260.4,1300.3,49.1,4,402.2
3,17,2017,1,20,0,403,403,588,995.7,951.7,701.1,977.6,940.6,467.1,31.9,-3.2,0,-0.2,261.2,1299.2,50,4,403
3,17,2017,1,25,0,403,403,588.2,998.9,953.2,701.4,979.1,940.9,467.1,32.9,-3.3,0,-0.1,263.8,1299.4,52.2,4,403
3,17,2017,1,30,0,403.5,403.5,588.4,997.9,954.1,700.4,979.5,941.4,467.3,32.7,-3.4,0,-0.1,266.3,1302.5,51.5,4,403.5
3,17,2017,1,35,0,403.1,403.1,588.7,997.8,954.7,700,980.1,941.9,467.2,32.6,-3.4,0,-0.1,265.1,1306.5,49.9,4,403.1
3,17,2017,1,40,0,402.5,402.5,588.3,997.2,955.2,700,980.2,942.3,467.2,32.2,-3.5,0,-0.1,264.9,1302.7,49,4,402.5
3,17,2017,1,45,0,402.9,402.9,588.2,997.2,955.9,700.7,980.3,942.8,466.9,31.7,-3.5,0,-0.1,265.7,1299.4,48.5,4,402.9
3,17,2017,1,50,0,403.5,403.5,588.3,997.7,956.6,701.1,980.5,943.3,466.9,31.4,-3.5,0,-0.1,266.7,1301.4,48.6,4,403.5
3,17,2017,1,55,0,403.1,403.1,588,997.5,957.3,700.6,980.2,943.7,467.1,30.6,-3.6,0,-0.1,267.5,1299.2,48.1,4,403.1
3,17,2017,2,0,0,403.1,403.1,588.2,998.9,957.7,702,981.1,944.2,467.1,31.2,-3.6,0,0,265.6,1300.5,49.4,4,403.1
3,17,2017,2,5,0,403.7,403.7,588.6,1000,958.5,702.3,981.5,944.7,467.1,31.2,-3.7,0,0,267.8,1306.2,50,4,403.7
3,17,2017,2,10,0,402.6,402.6,588.3,999.7,958.8,701.3,982.2,945.1,467.1,31.6,-3.7,0,0,266.9,1301.6,49.2,4,402.6
3,17,2017,2,15,0,403.7,403.7,587.7,1000.4,959.7,702.2,982.6,945.6,467,31.6,-3.7,0,0,266.4,1294.9,49,4,403.7
3,17,2017,2,20,0,404.1,404.1,588.4,1001.3,960.1,703.2,983.1,950.2,467.5,31.8,1.2,0,0,270.7,1303.1,50,4,404.1
3,17,2017,2,25,0,403.5,403.5,588.7,1002.3,961.2,702.3,983.8,949.2,467.2,32.2,-0.4,0,0,270.6,1306.2,50.3,4,403.5
3,17,2017,2,30,0,403,403,588.5,1002,961.8,702.9,984.2,948.2,467,32.2,-2,0,0,266.4,1305.1,49.7,4,403
3,17,2017,2,35,0,403.1,403.1,588.1,1001.5,962.1,703,984.2,948.4,466.9,31.9,-2.4,0,0,267.2,1300.5,49,4,403.1
3,17,2017,2,40,0,402.7,402.7,588,1002,962.7,703.3,984.6,948.6,466.8,32,-2.8,0,0,270.6,1299.4,48.8,4,402.7
3,17,2017,2,45,0,403.5,403.5,588.4,1003.4,964,703.4,984.9,948.8,467.3,32,-3.2,0,0,273.2,1304,50.1,4,403.5
3,17,2017,2,50,0,403.2,403.2,588.1,1001.4,963.9,702.8,984.9,949.1,466.9,31.6,-3.5,0,0,273.6,1300.5,47.9,4,403.2
3,17,2017,2,55,0,402.9,402.9,588.1,1001.1,964.4,703.3,984.7,949.3,467,31.1,-3.8,0,0,272.7,1300.5,47.7,4,402.9
3,17,2017,3,0,0,403.3,403.3,588.2,1000.6,964.8,703.6,984.6,949.6,466.8,30.9,-3.9,0,0,276.1,1301.6,47.1,4,403.3
3,17,2017,3,5,0,403.6,403.6,588.3,1000.2,964.8,704.4,984.2,949.9,466.9,30.7,-3.9,0,0,278,1302.7,47.4,4,403.6
3,17,2017,3,10,0,403.4,403.4,588.3,998.9,964.8,705.2,984,950.2,466.7,30.7,-3.9,0,0,277.2,1302.7,46.5,4,403.4
3,17,2017,3,15,0,403.2,403.2,588,1000,965.3,705.3,983.5,950.5,466.8,30.4,-3.9,0,0,277.8,1301.6,47.2,4,403.2
3,17,2017,3,20,0,403.5,403.5,588,1000.9,965.5,705.4,984,950.7,466.7,31.1,-3.9,0,0,278.5,1300.5,48.3,4,403.5
3,17,2017,3,25,0,403.7,403.7,588.4,1001.4,965.9,705.5,984.1,951,466.7,31.4,-3.9,0,0,279.1,1304,48.3,4,403.7
3,17,2017,3,30,0,403.9,403.9,588.5,1000.4,966.3,704.6,984,951.3,467.1,31.5,-3.9,0,0,281.1,1305.1,47.9,4,403.9
3,17,2017,3,35,0,403.2,403.2,588.2,999.7,965.6,705.1,983.6,951.6,466.6,31.3,-3.8,0,0,280.1,1302.5,47,4,403.2
3,17,2017,3,40,0,403.2,403.2,588.2,999.7,965.9,704.3,983.5,951.6,466.7,31.4,-3.8,0,0,281.3,1301.6,47.3,4,403.2
3,17,2017,3,45,0,403.3,403.3,588.2,998.4,966,704.5,983.1,951.7,466.5,31.2,-3.8,0,0,281.4,1302.5,47,4,403.3
3,17,2017,3,50,0,403.1,403.1,588.3,998.4,965.8,705,982.8,951.8,466.8,30.9,-3.7,0,0,282,1304.3,47.4,4,403.1
3,17,2017,3,55,0,403.3,403.3,587.8,998.4,965.3,705,982.9,951.9,466.4,31.2,-3.7,0,0,279.8,1296.2,47.2,4,403.3
3,17,2017,4,0,0,403.1,403.1,588.4,999.1,965.5,704.8,982.9,951.9,466.9,31.2,-3.7,0,0,282,1304.9,47.9,4,403.1
3,17,2017,4,5,0,402.5,402.5,587.9,998.4,965.5,704.5,982.4,952,466.7,30.8,-3.7,0,0,277.6,1298.3,47.9,4,402.5
3,17,2017,4,10,0,403.4,403.4,587.9,999.1,965.3,704.9,982.6,952.1,466.5,31,-3.7,0,0,280.7,1299.4,48.6,4,403.4
3,17,2017,4,15,0,403.3,403.3,588.5,999.8,965.7,704.6,982.9,952.2,466.7,31.4,-3.7,0,0,281.1,1305.1,49.5,4,403.3
3,17,2017,4,20,0,402.4,402.4,587.8,999.7,965.9,705.1,983.1,952.2,466.7,31.7,-3.6,0,0,282.9,1298.3,48.6,4,402.4
3,17,2017,4,25,0,402,402,587.6,999.9,966,704.6,983.1,952.3,466.6,31.8,-3.6,0,0,281,1296.2,48.8,4,402
3,17,2017,4,30,0,403.2,403.2,588.1,999.5,966.2,705.5,982.9,952.4,467,31.9,-3.6,0,0,284.4,1300.5,48.4,4,403.2
3,17,2017,4,35,0,403.5,403.5,588,999.8,966.4,705.9,982.6,952.4,466.9,31.9,-3.6,0,0,284.5,1300.5,49.5,4,403.5
3,17,2017,4,40,0,403.7,403.7,588.2,998.6,966.4,706.5,982.4,952.5,466.8,32,-3.6,0,0,284.4,1300.5,48.3,4,403.7
3,17,2017,4,45,0,404.3,404.3,588.5,1000,967.1,706.5,983.1,952.6,466.7,33,-3.6,0,0,281.4,1307.3,49.9,4,404.3
3,17,2017,4,50,0,403.1,403.1,588.3,997.7,966.7,706.1,982.2,952.7,466.4,32.5,-3.6,0,0,279.5,1302.7,48.9,4,403.1
3,17,2017,4,55,0,401.8,401.8,587.8,998,966.5,705.1,982.1,952.8,466.4,32.6,-3.6,0,0,278,1298.3,49.3,4,401.8
3,17,2017,5,0,0,403.5,403.5,588,999.7,967.1,705.8,982.4,952.9,467,33.1,-3.5,0,0,280.2,1300.5,50.6,4,403.5
3,17,2017,5,5,0,403,403,588.1,999.5,967.1,705.6,982.5,953.1,466.9,33,-3.4,0,0,278,1300.5,49.8,4,403
3,17,2017,5,10,0,403.9,403.9,588.2,999.9,967.1,705.9,982.7,953.2,466.5,32.9,-3.4,0,0,281.8,1302.7,49.3,4,403.9
3,17,2017,5,15,0,404,404,588.4,999.4,967.4,706.2,982.7,953.4,466.4,32.7,-3.3,0,0,277.9,1305.1,49,4,404
3,17,2017,5,20,0,402.9,402.9,588.1,998,967.1,705.8,982.5,953.5,466.4,32.3,-3.2,0,0,278.5,1300.8,47.3,4,402.9
3,17,2017,5,25,0,402.7,402.7,587.9,998.6,967.2,705.2,982.4,953.7,466.5,31.9,-3.1,0,0,277.1,1298.3,47.7,4,402.7
3,17,2017,5,30,0,402.7,402.7,587.9,998.4,967,705.9,982.1,953.8,466.5,31.3,-3,0,0,278.1,1298.6,48.3,4,402.7
3,17,2017,5,35,0,403.5,403.5,588.1,999.7,967.1,706.5,982.2,954,466.7,31.3,-2.9,0,0,278.2,1300.8,49.2,4,403.5
3,17,2017,5,40,0,403.4,403.4,588.1,1000.5,967.7,706.6,982.8,954.2,466.6,31.6,-2.9,0,0,280.7,1300.5,50.1,4,403.4
3,17,2017,5,45,0,402.9,402.9,587.8,999.1,967.8,705.5,982.8,954.3,466.7,31.3,-3.1,0,0,280.5,1298.3,48.8,4,402.9
3,17,2017,5,50,0,404.2,404.2,588.6,998.8,967.7,704.8,982.6,954.5,466.8,30.9,-3.4,0,0,281.9,1307.3,48.1,4,404.2
3,17,2017,5,55,0,403,403,588.5,998.9,968,705.1,982.6,954.6,466.4,30.7,-3.6,0,0,279.7,1307.3,47.7,4,403
3,17,2017,6,0,0,422.5,422.5,586.6,997.5,968.1,704.6,982,954.8,468.9,30,-3.8,0,0,285.2,1273.3,46.3,4,422.5
3,17,2017,6,5,0,466,466,589.8,1009.9,973.2,710,984.4,957.3,477.1,32.1,-3.9,0,0,321.1,1285.9,56.4,4,466
3,17,2017,6,10,0,522.6,522.6,602.2,1036.8,991.5,723.1,995.7,967.3,487.9,42.7,-4.8,0,0.1,436.5,1421.7,79.9,5,522.6
3,17,2017,6,15,0,564.4,564.4,612.7,995.9,1002.9,719,991.4,977.1,497.6,34.2,-5.3,0,0.2,432.7,1533.1,41,5,564.4
3,17,2017,6,20,0,594.2,594.2,616.3,993.7,1005.1,717.6,986.2,981.8,503.2,28.4,-5.2,0,0.2,464.8,1562.5,36.4,5,594.2
3,17,2017,6,25,0,614.4,614.4,624,994.8,1009.4,719.2,984,986.5,506.8,27.1,-4.7,0,0.3,491,1661.4,38.3,5,614.4
3,17,2017,6,30,0,628.1,628.1,627.2,982.2,1006.3,715.9,979.3,986.8,509.3,25.2,-3.7,0,0.3,471.8,1695.2,29,5,628.1
3,17,2017,6,35,0,639.2,639.2,628.4,985.4,1002,713.2,976,984.6,511,24.6,-3.9,0,0.3,475.1,1709.9,34.6,5,639.2
3,17,2017,6,40,0,638.7,638.7,628.5,986.2,995.6,712.7,976.1,982.3,511.1,27.2,-3.7,0,0.3,419.4,1708.8,38.2,5,638.7
3,17,2017,6,45,0,639.2,639.2,629,997,992.2,713.8,978.4,979.4,511.5,31.6,-3.2,0,0.2,416.5,1715.5,49.3,5,639.2
3,17,2017,6,50,0,639.7,639.7,628.7,997.5,990.3,712.1,980.1,979.3,511.6,32.5,-3.2,0,0.2,433,1711,49.1,5,639.7
3,17,2017,6,55,0,639.5,639.5,628.6,1005,993.2,716.4,983.6,980.3,512,35.3,-3,0,0.2,436.1,1711,55.8,5,639.5
3,17,2017,7,0,0,642,642,629.5,1007.6,997.5,712.6,986.7,983.1,511.9,36.9,-2.9,0,0.2,440.6,1723.4,56.5,5,642
3,17,2017,7,5,0,639.1,639.1,629.5,1002,998.7,708.2,987.2,984.4,511.7,35.2,-3.9,0,0.2,442.7,1726.7,49.7,5,639.1
3,17,2017,7,10,0,640,640,629.8,1001.3,998.2,712,985.9,984.5,512.1,33,-3.8,0,0.2,439.3,1728,47.1,5,640
3,17,2017,7,15,0,639.6,639.6,629.3,1002,998,709.4,986.2,984.6,511.8,33.1,-3.6,0,0.2,432.6,1722.3,48.2,5,639.6
3,17,2017,7,20,0,638.4,638.4,628.9,1000.2,997,707,986.6,984.7,511.7,33.3,-3.4,0,0.2,438.9,1716.7,46.1,5,638.4
3,17,2017,7,25,0,640.9,640.9,629.9,1002,995.6,710.4,986,983.8,512,32.4,-3.4,0,0.1,452.4,1730.2,47.7,5,640.9
3,17,2017,7,30,0,631.9,631.9,628.4,997.3,993.5,709.6,984.8,982.7,511.2,30.9,-2.9,0,0.1,435.8,1712.3,43.4,5,631.9
3,17,2017,7,35,0,609.2,609.2,623.1,990.5,986.8,702.2,981.6,979.1,507.6,28.8,-2.3,0,0.1,383.4,1644.2,37.4,5,609.2
3,17,2017,7,40,0,586.7,586.7,617.1,989.4,979.7,703.3,978.6,974.4,504.2,27.2,-1.7,0,0,344,1569,38,5,586.7
3,17,2017,7,45,0,566.1,566.1,613.7,996.8,977,702.2,980.6,971.2,500.7,30.6,-2.8,0,0,346.7,1536,46.4,5,566.1
3,17,2017,7,50,0,545.3,545.3,614,1000.5,976.1,700.1,982.7,969.3,497.2,33.2,-2.6,0,0,356.1,1550.9,50.6,5,545.3
3,17,2017,7,55,0,526.9,526.9,613.6,997,974.4,701.3,982.7,967.3,494.1,33,-2.4,0,-0.1,330.8,1555.1,47,5,526.9
3,17,2017,8,0,0,501.1,501.1,605,986.8,967.6,696,979.1,963.6,489.6,29.3,-2.3,0,-0.1,276.5,1453.6,37.5,5,501.1
3,17,2017,8,5,0,482.6,482.6,602.3,991.8,962.6,696.5,976.8,958.6,485.4,27.3,-2.2,0,-0.1,282.2,1431.3,42.3,5,482.6
3,17,2017,8,10,0,461.2,461.2,605.1,1003.1,962.1,697.8,981.8,956.7,481.4,33.6,-2,0,-0.2,298.4,1478.4,54,5,461.2
3,17,2017,8,15,0,439.7,439.7,603,996.3,959.3,696.3,982,954.8,476.8,33.5,-1.8,0,-0.2,265.5,1462.6,47.5,5,439.7
3,17,2017,8,20,0,419,419,600.8,994.1,956.8,695.9,979.9,952.9,471.9,30.9,-1.6,0,-0.2,250.3,1446,45,5,419
3,17,2017,8,25,0,405.2,405.2,602.7,1001.8,956.7,695.5,981.8,951.1,468.1,32.5,-1.7,0,-0.2,253.5,1474,52,5,405.2
3,17,2017,8,30,0,404.7,404.7,599.6,1000,954.3,693.9,982.7,949.2,467.4,33,-1.8,0,-0.2,214.4,1434.8,50,5,404.7
3,17,2017,8,35,0,402.4,402.4,600.5,1001.6,952.5,696,982.6,947.4,467.1,32.5,-1.8,0,-0.2,209.1,1448,50.6,4,402.4
3,17,2017,8,40,0,402.4,402.4,600.6,1000.1,951.9,692.2,983.8,944.8,466.8,33.3,-2.6,0,-0.2,219.2,1448.3,49.1,4,402.4
3,17,2017,8,45,0,403.6,403.6,601.4,992.2,946.2,690.8,980.7,941.7,467.1,29.9,-2.7,0,-0.2,220,1458.5,41.9,4,403.6
3,17,2017,8,50,0,403.1,403.1,601.1,993,942.4,690.2,980,938.7,467.2,29.2,-2.1,0,-0.3,213.9,1453.9,43.4,4,403.1
3,17,2017,8,55,0,402.4,402.4,600.7,994.4,938.4,687.4,979.1,935.7,467.4,28.9,-2.2,0,-0.3,204,1448.3,44.6,4,402.4
3,17,2017,9,0,0,402.2,402.2,600.5,996.4,936.2,688.8,979.9,932.7,467.1,30.3,-2.3,0,-0.3,201.8,1444.9,47,4,402.2
3,17,2017,9,5,0,403.5,403.5,600.9,999.3,935.2,690,981,931,467.2,31.1,-1.8,0,-0.3,208.7,1449.1,49.3,4,403.5
3,17,2017,9,10,0,402.7,402.7,600.7,1001.9,935.4,688.9,982.2,929.7,467.2,31.8,-2.4,0,-0.3,207.2,1447.1,51.3,4,402.7
3,17,2017,9,15,0,403.2,403.2,600.9,1005.8,937.2,693,984.3,929.3,467.2,33.3,-2.7,0,-0.3,207.5,1451.6,54.6,4,403.2
3,17,2017,9,20,0,402.5,402.5,601.2,1006.9,938.8,692.7,986.2,929.3,467.2,34.4,-3,0,-0.3,219.5,1453.9,54.4,4,402.5
3,17,2017,9,25,0,403.1,403.1,601.2,1004.3,939.9,692.7,986.6,929.3,467.6,33.6,-3.4,0,-0.2,220.1,1454.7,51.2,4,403.1
